No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
0420,00420,โรงพยาบาลมหาชัยเพชรรัชต์ (เครื่อง1),R,2.22,1.00,67,5.3,17.0,76.7,23.9,31.2,,5.25,0.74,534,15.2,46.4,88.4,28.9,32.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 891,NGPH
0424,00424,โรงพยาบาลบ้านฝาง,R,2.20,1.98,61,5.3,17.1,77.9,24.1,30.9,,5.19,21.98,530,15.3,45.9,88.4,29.5,33.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 318,PHCH
0425,00425,โรงพยาบาลวังสะพุง,R,2.33,1.86,64,5.4,18.5,79.2,23.1,29.2,,5.27,17.19,534,14.9,64.6,122.5,28.3,23.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 329,PHCH
0426,00426,โรงพยาบาลวิเชียรบุรี,R,2.30,1.95,58,5.5,18.4,80.2,23.9,29.9,,5.27,18.57,529,15.3,47.5,90.2,29.1,32.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 504,PHCH
0428,00428,โรงพยาบาลพุทธโสธร,R,2.32,1.83,46,5.4,18.4,79.3,23.3,29.3,,5.27,18.18,519,15.3,47.7,90.5,28.9,32.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 76,PHGH
0429,00429,โรงพยาบาลค่ายพ่อขุนผาเมือง,R,2.05,2.29,79,5.4,20.2,78.3,24.1,29.3,,5.33,21.38,510,15.4,47.6,89.3,28.9,32.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 727,GNPH
0431,00431,โรงพยาบาลรักษ์สกล,R,5.46,20.24,594,15.1,60.6,111.0,27.7,24.9,,2.30,2.01,61,5.4,17.5,75.9,23.5,30.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,รายงานผลสลับตัวอย่าง A กับ B,,ส่งผลสมบูรณ์,,HM 1037,NGPH
0432,00432,โรงพยาบาลบ้านใหม่ไชยพจน์,R,2.26,1.72,59,5.6,18.0,79.5,24.7,31.0,,4.63,2.01,553,15.8,58.9,127.6,34.2,26.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 959,PHCH
0433,00433,โรงพยาบาลสุรินทร์รวมแพทย์,R,2.10,2.06,58,5.4,15.7,74.9,25.7,34.3,,4.63,19.43,559,15.0,53.4,115.4,32.4,28.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 908,NGPH
0434,00434,โรงพยาบาลหนองกี่,R,2.29,2.05,54,5.6,17.7,77.5,24.4,31.5,,4.22,19.91,472,15.7,51.3,121.6,37.3,30.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 285,PHCH
0435,00435,โรงพยาบาลโนนสุวรรณ,R,2.40,2.26,79,5.5,23.8,99.4,23.0,23.2,,4.84,21.31,538,15.5,57.6,119.0,32.1,27.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",BC-5180,602,BC-5180,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1075,PHCH
0436,00436,โรงพยาบาลเฉลิมพระเกียรติ จ.บุรีรัมย์,R,2.19,1.79,52,5.2,16.9,77.3,23.8,30.8,,5.20,5.23,551,15.1,65.9,126.8,29.1,22.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 1007,PHCH
0437,00437,โรงพยาบาลจอมทอง,R,2.31,1.82,40,5.4,18.1,78.2,23.3,29.8,,5.35,18.29,495,15.2,47.4,88.6,28.4,32.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 545,PHCH
0439,00439,บริษัท ที แอล ซี อุดร แลบเซ็นเตอร์ จำกัด,R,2.26,2.11,65,5.3,17.3,76.5,23.5,30.7,,5.17,21.66,539,15.6,46.0,89.0,30.2,33.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1953,NGPH
0455,00456,โรงพยาบาลอุทุมพรพิสัย,R,2.33,1.96,29,5.5,18.9,81.0,23.7,29.1,,4.20,17.58,562,15.3,55.2,131.5,36.5,27.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,วัตถุทดสอบ B368 Hemolysis,,วัตถุทดสอบ B368 Hemolysis,ส่งผลสมบูรณ์,,HM 438,PHCH
0456,00457,โรงพยาบาลทองแสนขัน,R,2.25,2.14,74,5.3,17.5,77.9,23.5,30.3,,4.99,20.65,585,15.3,65.9,132.1,30.7,23.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 530,PHCH
0457,00458,โรงพยาบาลลาดหลุมแก้ว,R,2.24,2.16,65,5.5,17.5,77.9,24.4,31.3,,5.24,21.63,510,15.4,46.6,89.1,29.4,33.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1067,PHCH
0458,00459,โรงพยาบาลแหลมสิงห์,R,2.18,2.01,84,5.2,22.4,102.7,23.8,23.2,,5.24,21.27,516,15.2,45.1,86.2,29.0,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5380,17 กันยายน 2568,วัตถุทดสอบ A368 จะส่งผลให้ทาง Email อีกครั้ง,,,ส่งผลสมบูรณ์,,HM 206,PHCH
0459,00460,โรงพยาบาลจักษุ รัตนิน,R,2.13,2.05,56,5.4,15.3,72.1,25.4,35.2,,5.12,21.50,517,15.1,42.0,82.0,29.4,35.9,,(600) Mindray,600,601,"(601) BC 5000, 5000 Vet, 5150",,,BC 5150,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 735,NGPH
0460,00461,โรงพยาบาลวังชิ้น,R,2.24,1.99,64,5.4,17.0,75.9,24.1,31.8,,5.30,21.40,535,15.3,45.5,85.8,28.8,33.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,-,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 513,PHCH
0464,00465,โรงพยาบาลสูงเม่น,R,2.22,2.13,64,5.3,16.8,75.8,23.9,31.5,,4.06,21.16,578,14.8,43.7,107.6,36.5,34.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 514,PHCH
0466,00467,โรงพยาบาลสมเด็จพระยุพราชเด่นชัย,R,2.34,2.15,81,5.4,21.7,92.9,23.2,25.0,,4.12,21.32,574,15.4,48.5,117.6,37.3,31.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 509,PHCH
0467,00468,โรงพยาบาลทุ่งหัวช้าง,R,2.31,1.98,98,5.3,24.1,104.6,23.2,22.2,,5.27,21.45,524,15.3,46.5,88.2,29.0,32.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 1090,PHCH
0468,00469,บริษัท พริ้นซิเพิล เฮลท์แคร์-ลำพูน จำกัด,R,2.27,2.05,63,5.5,17.5,76.9,24.2,31.5,,4.61,19.83,551,15.1,55.8,121.0,32.8,27.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1863,NGPH
0469,00470,โรงพยาบาลเจษฎา2,R,2.25,2.13,57,5.4,17.1,75.8,24.1,31.8,,5.27,21.88,505,15.4,45.1,85.7,29.2,34.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 1918,NGPH
0470,00471,โรงพยาบาลสังคม,R,2.29,2.23,66,5.5,17.1,74.6,23.8,31.9,,4.91,20.74,537,15.2,56.1,114.2,30.9,27.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 966,PHCH
0471,00472,โรงพยาบาลหนองเรือ,R,2.24,2.11,63,5.3,17.8,79.4,23.7,29.8,,5.14,21.27,479,15.0,46.3,90.0,29.2,32.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,BC5300,BC5300,10 กันยายน 2568,ไม่มี,,,ส่งผลสมบูรณ์,,HM 315,PHCH
0472,00473,โรงพยาบาลภูเรือ,R,2.19,1.95,65,5.3,17.3,79.4,23.6,29.7,,4.70,20.96,505,15.7,58.7,124.9,33.4,26.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,ไม่มีค่ะ,,,ส่งผลสมบูรณ์,,HM 333,PHCH
0473,00474,โรงพยาบาลท่าลี่,R,2.29,2.17,62,5.6,17.7,77.3,24.6,31.8,,5.40,21.89,525,15.5,45.8,87.5,29.6,33.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 332,PHCH
0474,00475,โรงพยาบาลเวียงเก่า,R,2.19,1.99,56,5.4,17.0,76.4,24.4,31.8,,5.11,21.40,511,14.9,44.5,87.1,29.1,33.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1799,PHCH
0475,00476,โรงพยาบาลผาขาว,R,2.18,2.12,60,5.4,16.6,76.4,24.7,32.3,,4.57,20.44,559,14.9,54.9,120.1,32.6,27.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,-,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 334,PHCH
0476,00477,โรงพยาบาลโนนสัง,R,2.31,2.13,77,5.3,24.9,107.8,23.0,21.4,,5.27,21.49,478,15.5,47.5,90.2,29.4,32.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,Bc5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 360,PHCH
0477,00478,โรงพยาบาลสมเด็จพระยุพราชกระนวน,R,2.30,2.18,70,5.3,17.7,77.1,23.2,29.9,,5.25,22.10,520,15.2,47.3,88.9,29.0,32.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 311,PHCH
0478,00479,โรงพยาบาลสุวรรณคูหา,R,2.27,1.55,53,5.4,17.6,77.4,23.6,30.7,,5.30,2.60,485,15.1,47.1,88.9,28.6,32.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 363,PHCH
0479,00480,โรงพยาบาลเอราวัณ,R,2.21,1.54,53,5.3,17.8,80.5,23.8,29.8,,5.38,5.22,490,15.4,50.6,94.1,28.6,30.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC -760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 335,PHCH
0480,00481,โรงพยาบาลภูเวียง,R,2.30,2.19,62,5.5,17.4,75.5,23.9,31.7,,5.24,21.25,503,15.2,45.2,86.2,29.0,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 962,PHCH
0481,00482,โรงพยาบาลชุมแพ,R,2.31,1.88,55,5.4,18.6,80.5,23.3,29.0,,5.35,18.33,542,15.3,47.9,89.5,28.7,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 309,PHCH
0482,00483,โรงพยาบาลเลย,R,2.29,1.81,45,5.4,18.4,80.2,23.6,29.3,,5.45,17.86,525,15.2,66.4,121.9,27.8,22.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 89,PHGH
0483,00484,โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์,R,2.34,1.71,57,5.5,18.3,78.3,23.5,30.1,,5.51,13.68,548,15.3,49.8,90.4,27.8,30.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 971,PHCH
0485,00486,โรงพยาบาลจุน,R,1.89,1.76,56,4.6,14.1,74.4,24.4,32.8,,5.14,21.70,526,15.0,44.3,86.2,29.1,33.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 576,PHCH
0487,00488,โรงพยาบาลดอยสะเก็ด,R,2.24,1.86,80,5.3,26.3,117.4,23.7,20.2,,5.32,18.83,530,15.4,48.9,91.9,29.0,31.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 550,PHCH
0490,00491,โรงพยาบาลไพศาลี,R,2.15,1.97,55,5.1,17.4,81.0,23.9,29.3,,4.96,18.89,507,14.2,43.9,88.6,28.6,32.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,ตัวสไลด์ C368 เม็ดเลือดขาวส่วนใหญ่แตกไปหมดแล้ว ค่อนข้างดูยากครับ,,,ส่งผลสมบูรณ์,,HM 460,PHCH
0491,00492,โรงพยาบาลรวมแพทย์ พิษณุโลก,R,2.28,1.79,43,5.5,17.9,78.3,24.3,30.7,,5.32,18.50,513,15.5,47.4,89.1,29.1,32.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 833,NGPH
0492,00493,โรงพยาบาลพิษณุเวช,R,2.33,1.83,53,5.5,18.8,79.5,23.6,29.3,,5.27,18.18,521,15.4,48.1,90.2,29.2,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 837,NGPH
0496,00497,โรงพยาบาลป่าซาง,R,2.25,2.03,65,5.3,17.2,76.5,23.6,30.8,,5.28,22.06,554,15.1,53.2,100.8,28.6,28.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 579,PHCH
0498,00499,โรงพยาบาลนิคมคำสร้อย,R,2.26,1.80,44,5.4,17.9,79.3,23.9,30.2,,5.36,17.81,512,15.5,47.9,89.3,28.9,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 415,PHCH
0505,00506,โรงพยาบาลห้วยผึ้ง,R,2.31,2.16,82,5.4,22.0,95.1,23.4,24.6,,5.33,22.49,497,15.6,47.8,89.6,29.3,32.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 384,PHCH
0515,00516,โรงพยาบาลหนองบัวแดง,R,2.26,1.69,48,5.4,17.6,77.9,23.9,30.7,,5.36,17.93,519,15.4,48.1,89.8,28.7,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 271,PHCH
0521,00522,โรงพยาบาลขาณุวรลักษบุรี,R,2.33,1.85,65,5.4,18.3,78.7,23.1,29.5,,4.00,15.37,608,15.1,55.2,91.0,28.3,31.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 482,PHCH
0522,00523,โรงพยาบาลวชิรบารมี,R,2.25,1.97,63,5.3,17.0,75.6,23.7,31.2,,5.33,21.95,533,15.2,46.2,86.6,28.4,32.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 689,PHCH
0526,00527,โรงพยาบาลแม่ใจ,R,2.22,2.08,74,5.3,17.3,77.9,23.7,30.4,,5.13,20.93,552,15.1,54.5,106.2,29.4,27.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 577,PHCH
0527,00528,โรงพยาบาลดอกคำใต้,R,2.19,2.10,62,5.4,17.3,77.7,24.2,31.1,,5.20,20.08,531,15.0,46.5,89.5,28.7,32.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 574,PHCH
0528,00529,โรงพยาบาลสุคิริน,R,2.28,2.14,60,5.6,16.7,73.0,24.4,33.4,,5.19,22.17,534,15.4,43.7,84.4,29.7,35.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 681,PHCH
0529,00530,โรงพยาบาลค่ายพระยอดเมืองขวาง,R,2.20,2.14,60,5.2,16.7,75.8,23.5,31.0,,5.05,21.69,518,14.8,43.6,86.4,29.3,33.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1613,GNPH
0530,00531,โรงพยาบาลอุ้มผาง,R,2.24,2.31,50,5.3,17.1,76.5,23.8,31.0,,5.25,23.21,505,15.2,46.4,88.3,28.9,32.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1085,PHCH
0531,00532,โรงพยาบาลโพนพิสัย,R,2.29,1.91,69,5.4,18.2,79.3,23.6,29.7,,5.41,18.42,543,15.4,48.5,89.6,28.4,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 339,PHCH
0532,00533,โรงพยาบาลศรีสาคร,R,2.24,1.62,87,5.3,21.9,97.7,23.7,24.2,,5.19,3.48,508,15.2,46.6,89.8,29.4,32.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 682,PHCH
0533,00534,โรงพยาบาลน่าน,R,2.33,1.81,45,5.4,18.7,80.4,23.2,28.9,,5.41,17.97,505,15.2,48.7,90.1,28.2,31.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 106,PHGH
0534,00535,โรงพยาบาลเจ้าพระยาอภัยภูเบศร,R,2.30,1.89,54,5.5,18.3,79.6,23.9,30.1,,5.49,18.66,550,15.6,49.4,89.9,28.4,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 43,PHRH
0535,00536,โรงพยาบาลเจ้าพระยายมราช,R,2.31,1.92,40,5.4,18.4,79.6,23.2,29.1,,5.45,18.08,489,15.1,50.1,92.1,27.8,30.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 40,PHRH
0536,00537,โรงพยาบาลกำแพงแสน,R,2.27,1.87,42,5.4,19.2,84.6,23.8,28.1,,5.26,18.52,494,15.2,49.5,94.2,28.8,30.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 221,PHCH
0537,00538,โรงพยาบาลร้อยเอ็ด-ธนบุรี,R,2.24,1.96,46,5.4,18.0,79.7,23.9,30.2,,5.33,17.83,523,15.2,48.0,89.8,28.7,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6800,10 กันยายน 2568,สไลด์ย้อม ดูยากมากค่ะ,,,ส่งผลสมบูรณ์,,HM 896,NGPH
0539,00540,โรงพยาบาลสัตหีบ กม.10,R,2.33,1.87,44,5.5,18.7,80.1,23.4,29.4,,5.47,18.10,542,15.4,50.1,91.6,28.2,30.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 180,PHCH
0541,00542,โรงพยาบาลนากลาง,R,2.24,1.76,65,5.3,17.7,79.2,23.5,29.7,,5.36,23.32,531,15.4,47.8,89.2,28.7,32.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,ตัวอย่าง A368 Hemolysis,ส่งผลสมบูรณ์,,HM 362,PHCH
0542,00543,โรงพยาบาลชัยนาทนเรนทร,R,2.26,2.19,65,5.3,17.4,77.1,23.6,30.5,,5.26,21.98,504,15.1,47.9,91.0,28.6,31.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,การส่งผลทดสอบควรเว้นระยะให้เหมาะสมในรอบ 1 ปีงบประมาณไม่ใช่ส่งให้มาทดสอบตอบใกล้ปิดปีงบประมาณ,,,ส่งผลสมบูรณ์,,HM 73,PHGH
0546,00547,โรงพยาบาลห้วยแถลง,R,2.23,1.49,68,5.3,17.5,78.5,24.0,30.6,,5.27,0.31,536,15.2,48.7,92.5,28.9,31.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 259,PHCH
0548,00549,โรงพยาบาลกุมภวาปี,R,2.31,1.89,108,5.3,24.3,105.4,22.9,21.8,,5.42,18.43,546,15.3,47.2,87.0,28.3,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 968,PHCH
0550,00551,โรงพยาบาลสมเด็จพระพุทธเลิศหล้า,R,2.28,1.84,68,5.4,18.3,80.3,23.7,29.5,,5.31,18.71,524,15.3,47.9,90.2,28.9,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 86,PHGH
0551,00552,โรงพยาบาลรือเสาะ,R,2.28,1.84,68,5.4,18.3,80.3,23.7,29.5,,5.34,18.52,554,15.4,47.2,88.3,28.7,32.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 679,PHCH
0552,00553,โรงพยาบาลสมเด็จพระยุพราชยะหา,R,2.28,1.80,46,5.3,18.2,79.7,23.4,29.1,,5.36,0.00,626,15.2,56.1,104.7,28.4,27.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,B368 เครื่องไม่ออกผลค่า WBC,ส่งผลสมบูรณ์,,HM 664,PHCH
0553,00554,โรงพยาบาลกาบัง,R,2.23,2.10,71,5.3,16.7,74.8,23.9,32.0,,5.17,23.05,523,15.5,44.8,86.5,29.9,34.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 667,PHCH
0554,00555,โรงพยาบาลระแงะ (เครื่อง2),R,2.28,1.88,49,5.4,18.0,79.0,23.7,30.0,,5.37,18.52,518,15.6,47.7,88.9,29.0,32.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1881,PHCH
0555,00556,โรงพยาบาลบางสะพาน,R,2.28,1.86,52,5.4,18.3,80.1,23.5,29.5,,4.95,17.14,532,15.1,62.7,126.7,30.5,24.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",Mindray,BC,Mindray BC 6200,17 กันยายน 2568,ไม่มี,,,ส่งผลสมบูรณ์,,HM 238,PHCH
0556,00557,โรงพยาบาลหลังสวน,R,2.34,1.89,54,5.5,19.2,81.9,23.5,28.6,,5.48,17.97,520,15.5,52.8,96.3,28.4,29.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 613,PHCH
0557,00558,โรงพยาบาลท่ายาง,R,2.24,1.71,54,5.4,18.1,80.9,24.1,29.8,,5.24,18.38,511,15.1,47.3,90.2,28.9,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 230,PHCH
